# This is an exemplary isentrope for an opx mantle composition, exported
# from HeFESTo, for a surface adiabatic temperature of 1600 K. Temperature
# column contains entropy for this table.
#
# POINTS: 1401
# depth (m), pressure (Pa), entropy (J/kg/K), density (kg/m^3)
depth             pressure          temperature       density
1.54371e+06 64200000000 2534.05 4559.09
1.54577e+06 64300000000 2534.05 4560.29
1.54784e+06 6.44e+10 2534.05 4561.49
1.54991e+06 64500000000 2534.05 4562.7
1.55198e+06 6.46e+10 2534.05 4563.9
1.55404e+06 64700000000 2534.05 4565.1
1.55611e+06 64800000000 2534.05 4566.3
1.55818e+06 6.49e+10 2534.05 4567.49
1.56025e+06 65000000000 2534.05 4568.69
1.56231e+06 6.51e+10 2534.05 4569.89
1.56438e+06 65200000000 2534.05 4571.09
1.56645e+06 65300000000 2534.05 4572.28
1.56852e+06 6.54e+10 2534.05 4573.48
1.57058e+06 65500000000 2534.05 4574.67
1.57263e+06 6.56e+10 2534.05 4575.87
1.57468e+06 65700000000 2534.05 4577.06
1.57672e+06 65800000000 2534.05 4578.25
1.57876e+06 6.59e+10 2534.05 4579.44
1.58081e+06 66000000000 2534.05 4580.63
1.58285e+06 6.61e+10 2534.05 4581.82
1.5849e+06 66200000000 2534.05 4583.01
1.58694e+06 66300000000 2534.05 4584.2
1.58899e+06 6.64e+10 2534.05 4585.39
1.59103e+06 66500000000 2534.05 4586.58
1.59307e+06 6.66e+10 2534.05 4587.77
1.59512e+06 66700000000 2534.05 4588.95
1.59716e+06 66800000000 2534.05 4590.14
1.59921e+06 6.69e+10 2534.05 4591.32
1.60125e+06 67000000000 2534.05 4592.51
1.6033e+06 6.71e+10 2534.05 4593.69
1.60534e+06 67200000000 2534.05 4594.87
1.60738e+06 67300000000 2534.05 4596.05
1.60943e+06 6.74e+10 2534.05 4597.23
1.61147e+06 67500000000 2534.05 4598.41
1.61352e+06 6.76e+10 2534.05 4599.59
1.61556e+06 67700000000 2534.05 4600.77
1.61761e+06 67800000000 2534.05 4601.95
1.61965e+06 6.79e+10 2534.05 4603.13
1.62169e+06 68000000000 2534.05 4604.31
1.62374e+06 6.81e+10 2534.05 4605.48
1.62578e+06 68200000000 2534.05 4606.66
1.62783e+06 68300000000 2534.05 4607.83
1.62987e+06 6.84e+10 2534.05 4609.01
1.63192e+06 68500000000 2534.05 4610.18
1.63396e+06 6.86e+10 2534.05 4611.35
1.636e+06 68700000000 2534.05 4612.53
1.63805e+06 68800000000 2534.05 4613.7
1.64009e+06 68900000000 2534.05 4614.87
1.64214e+06 69000000000 2534.05 4616.04
1.64418e+06 6.91e+10 2534.05 4617.21
1.64623e+06 69200000000 2534.05 4618.38
1.64827e+06 69300000000 2534.05 4619.55
1.65031e+06 69400000000 2534.05 4620.71
1.65236e+06 69500000000 2534.05 4621.88
1.6544e+06 6.96e+10 2534.05 4623.05
1.65645e+06 69700000000 2534.05 4624.21
1.65849e+06 69800000000 2534.05 4625.38
1.66054e+06 69900000000 2534.05 4626.54
1.66258e+06 70000000000 2534.05 4627.7
1.66462e+06 7.01e+10 2534.05 4628.87
1.66667e+06 70200000000 2534.05 4630.03
1.66871e+06 70300000000 2534.05 4631.19
1.67076e+06 70400000000 2534.05 4632.35
1.67278e+06 70500000000 2534.05 4633.51
1.6748e+06 7.06e+10 2534.05 4634.67
1.67682e+06 70700000000 2534.05 4635.83
1.67884e+06 70800000000 2534.05 4636.99
1.68086e+06 70900000000 2534.05 4638.15
1.68289e+06 71000000000 2534.05 4639.3
1.68491e+06 7.11e+10 2534.05 4640.46
1.68693e+06 71200000000 2534.05 4641.62
1.68895e+06 71300000000 2534.05 4642.77
1.69097e+06 71400000000 2534.05 4643.93
1.69299e+06 71500000000 2534.05 4645.08
1.69501e+06 7.16e+10 2534.05 4646.23
1.69703e+06 71700000000 2534.05 4647.38
1.69905e+06 71800000000 2534.05 4648.54
1.70108e+06 71900000000 2534.05 4649.69
1.7031e+06 72000000000 2534.05 4650.84
1.70512e+06 7.21e+10 2534.05 4651.99
1.70714e+06 72200000000 2534.05 4653.14
1.70916e+06 72300000000 2534.05 4654.29
1.71118e+06 72400000000 2534.05 4655.43
1.7132e+06 72500000000 2534.05 4656.58
1.71522e+06 7.26e+10 2534.05 4657.73
1.71724e+06 72700000000 2534.05 4658.87
1.71926e+06 72800000000 2534.05 4660.02
1.72129e+06 72900000000 2534.05 4661.16
1.72331e+06 73000000000 2534.05 4662.31
1.72533e+06 7.31e+10 2534.05 4663.45
1.72735e+06 73200000000 2534.05 4664.59
1.72937e+06 73300000000 2534.05 4665.74
1.73139e+06 73400000000 2534.05 4666.88
1.73341e+06 73500000000 2534.05 4668.02
1.73543e+06 7.36e+10 2534.05 4669.16
1.73745e+06 73700000000 2534.05 4670.3
1.73948e+06 73800000000 2534.05 4671.44
1.7415e+06 73900000000 2534.05 4672.58
1.74352e+06 74000000000 2534.05 4673.71
1.74554e+06 7.41e+10 2534.05 4674.85
1.74756e+06 74200000000 2534.05 4675.99
1.74958e+06 74300000000 2534.05 4677.12
1.7516e+06 74400000000 2534.05 4678.26
1.75362e+06 74500000000 2534.05 4679.39
1.75564e+06 7.46e+10 2534.05 4680.53
1.75767e+06 74700000000 2534.05 4681.66
1.75969e+06 74800000000 2534.05 4682.8
1.76171e+06 74900000000 2534.05 4683.93
1.76373e+06 75000000000 2534.05 4685.06
1.76575e+06 7.51e+10 2534.05 4686.19
1.76777e+06 75200000000 2534.05 4687.32
1.76979e+06 75300000000 2534.05 4688.45
1.7718e+06 75400000000 2534.05 4689.58
1.7738e+06 75500000000 2534.05 4690.71
1.7758e+06 7.56e+10 2534.05 4691.84
1.7778e+06 75700000000 2534.05 4692.96
1.77979e+06 75800000000 2534.05 4694.09
1.78179e+06 75900000000 2534.05 4695.22
1.78379e+06 76000000000 2534.05 4696.34
1.78579e+06 7.61e+10 2534.05 4697.47
1.78778e+06 76200000000 2534.05 4698.59
1.78978e+06 76300000000 2534.05 4699.72
1.79178e+06 76400000000 2534.05 4700.84
1.79378e+06 76500000000 2534.05 4701.96
1.79577e+06 7.66e+10 2534.05 4703.08
1.79777e+06 76700000000 2534.05 4704.21
1.79977e+06 7.68e+10 2534.05 4705.33
1.80177e+06 76900000000 2534.05 4706.45
1.80376e+06 77000000000 2534.05 4707.57
1.80576e+06 7.71e+10 2534.05 4708.68
1.80776e+06 77200000000 2534.05 4709.8
1.80976e+06 7.73e+10 2534.05 4710.92
1.81175e+06 77400000000 2534.05 4712.04
1.81375e+06 77500000000 2534.05 4713.15
1.81575e+06 7.76e+10 2534.05 4714.27
1.81775e+06 77700000000 2534.05 4715.39
1.81974e+06 7.78e+10 2534.05 4716.5
1.82174e+06 77900000000 2534.05 4717.62
1.82374e+06 78000000000 2534.05 4718.73
1.82574e+06 7.81e+10 2534.05 4719.84
1.82773e+06 78200000000 2534.05 4720.95
1.82973e+06 7.83e+10 2534.05 4722.07
1.83173e+06 78400000000 2534.05 4723.18
1.83373e+06 78500000000 2534.05 4724.29
1.83572e+06 7.86e+10 2534.05 4725.4
1.83772e+06 78700000000 2534.05 4726.51
1.83972e+06 7.88e+10 2534.05 4727.62
1.84172e+06 78900000000 2534.05 4728.73
1.84371e+06 79000000000 2534.05 4729.83
1.84571e+06 7.91e+10 2534.05 4730.94
1.84771e+06 79200000000 2534.05 4732.05
1.84971e+06 7.93e+10 2534.05 4733.15
1.8517e+06 79400000000 2534.05 4734.26
1.8537e+06 79500000000 2534.05 4735.37
1.8557e+06 7.96e+10 2534.05 4736.47
1.8577e+06 79700000000 2534.05 4737.57
1.85969e+06 7.98e+10 2534.05 4738.68
1.86169e+06 79900000000 2534.05 4739.78
1.86369e+06 80000000000 2534.05 4740.88
1.86569e+06 8.01e+10 2534.05 4741.98
1.86768e+06 80200000000 2534.05 4743.08
1.86968e+06 8.03e+10 2534.05 4744.18
1.87167e+06 80400000000 2534.05 4745.28
1.87364e+06 80500000000 2534.05 4746.38
1.87562e+06 8.06e+10 2534.05 4747.48
1.87759e+06 80700000000 2534.05 4748.58
1.87956e+06 8.08e+10 2534.05 4749.68
1.88154e+06 80900000000 2534.05 4750.78
1.88351e+06 81000000000 2534.05 4751.87
1.88549e+06 8.11e+10 2534.05 4752.97
1.88746e+06 81200000000 2534.05 4754.06
1.88943e+06 8.13e+10 2534.05 4755.16
1.89141e+06 81400000000 2534.05 4756.25
1.89338e+06 81500000000 2534.05 4757.35
1.89535e+06 8.16e+10 2534.05 4758.44
1.89733e+06 81700000000 2534.05 4759.53
1.8993e+06 8.18e+10 2534.05 4760.62
1.90127e+06 81900000000 2534.05 4761.72
1.90325e+06 82000000000 2534.05 4762.81
1.90522e+06 8.21e+10 2534.05 4763.9
1.90719e+06 82200000000 2534.05 4764.99
1.90917e+06 8.23e+10 2534.05 4766.08
1.91114e+06 82400000000 2534.05 4767.16
1.91311e+06 82500000000 2534.05 4768.25
1.91509e+06 8.26e+10 2534.05 4769.34
1.91706e+06 82700000000 2534.05 4770.43
1.91903e+06 8.28e+10 2534.05 4771.51
1.92101e+06 82900000000 2534.05 4772.6
1.92298e+06 83000000000 2534.05 4773.69
1.92495e+06 8.31e+10 2534.05 4774.77
1.92693e+06 83200000000 2534.05 4775.86
1.9289e+06 8.33e+10 2534.05 4776.94
1.93088e+06 83400000000 2534.05 4778.02
1.93285e+06 83500000000 2534.05 4779.1
1.93482e+06 8.36e+10 2534.05 4780.19
1.9368e+06 83700000000 2534.05 4781.27
1.93877e+06 8.38e+10 2534.05 4782.35
1.94074e+06 83900000000 2534.05 4783.43
1.94272e+06 84000000000 2534.05 4784.51
1.94469e+06 8.41e+10 2534.05 4785.59
1.94666e+06 84200000000 2534.05 4786.67
1.94864e+06 8.43e+10 2534.05 4787.75
1.95061e+06 84400000000 2534.05 4788.83
1.95258e+06 84500000000 2534.05 4789.9
1.95456e+06 8.46e+10 2534.05 4790.98
1.95653e+06 84700000000 2534.05 4792.06
1.9585e+06 8.48e+10 2534.05 4793.13
1.96048e+06 84900000000 2534.05 4794.21
1.96245e+06 85000000000 2534.05 4795.28
1.96442e+06 8.51e+10 2534.05 4796.36
1.9664e+06 85200000000 2534.05 4797.43
1.96837e+06 8.53e+10 2534.05 4798.5
1.97034e+06 85400000000 2534.05 4799.57
1.9723e+06 85500000000 2534.05 4800.65
1.97425e+06 8.56e+10 2534.05 4801.72
1.9762e+06 85700000000 2534.05 4802.79
1.97815e+06 8.58e+10 2534.05 4803.86
1.9801e+06 85900000000 2534.05 4804.93
1.98205e+06 86000000000 2534.05 4806
1.98399e+06 8.61e+10 2534.05 4807.07
1.98594e+06 86200000000 2534.05 4808.14
1.98789e+06 8.63e+10 2534.05 4809.2
1.98984e+06 86400000000 2534.05 4810.27
1.99179e+06 86500000000 2534.05 4811.34
1.99374e+06 8.66e+10 2534.05 4812.4
1.99569e+06 86700000000 2534.05 4813.47
1.99764e+06 8.68e+10 2534.05 4814.54
1.99958e+06 86900000000 2534.05 4815.6
2.00153e+06 87000000000 2534.05 4816.67
2.00348e+06 8.71e+10 2534.05 4817.73
2.00543e+06 87200000000 2534.05 4818.79
2.00738e+06 8.73e+10 2534.05 4819.85
2.00933e+06 87400000000 2534.05 4820.92
2.01128e+06 87500000000 2534.05 4821.98
2.01323e+06 8.76e+10 2534.05 4823.04
2.01518e+06 87700000000 2534.05 4824.1
2.01712e+06 8.78e+10 2534.05 4825.16
2.01907e+06 87900000000 2534.05 4826.22
2.02102e+06 88000000000 2534.05 4827.28
2.02297e+06 8.81e+10 2534.05 4828.34
2.02492e+06 88200000000 2534.05 4829.4
2.02687e+06 8.83e+10 2534.05 4830.45
2.02882e+06 88400000000 2534.05 4831.51
2.03077e+06 88500000000 2534.05 4832.57
2.03271e+06 8.86e+10 2534.05 4833.62
2.03466e+06 88700000000 2534.05 4834.68
2.03661e+06 8.88e+10 2534.05 4835.73
2.03856e+06 88900000000 2534.05 4836.79
2.04051e+06 89000000000 2534.05 4837.84
2.04246e+06 8.91e+10 2534.05 4838.9
2.04441e+06 89200000000 2534.05 4839.95
2.04636e+06 8.93e+10 2534.05 4841
2.0483e+06 89400000000 2534.05 4842.05
2.05025e+06 89500000000 2534.05 4843.11
2.0522e+06 8.96e+10 2534.05 4844.16
2.05415e+06 89700000000 2534.05 4845.21
2.0561e+06 8.98e+10 2534.05 4846.26
2.05805e+06 89900000000 2534.05 4847.31
2.06e+06 90000000000 2534.05 4848.36
2.06195e+06 9.01e+10 2534.05 4849.4
2.06389e+06 90200000000 2534.05 4850.45
2.06584e+06 9.03e+10 2534.05 4851.5
2.06779e+06 90400000000 2534.05 4852.55
2.06974e+06 90500000000 2534.05 4853.59
2.07168e+06 9.06e+10 2534.05 4854.64
2.0736e+06 90700000000 2534.05 4855.69
2.07553e+06 9.08e+10 2534.05 4856.73
2.07745e+06 90900000000 2534.05 4857.77
2.07937e+06 91000000000 2534.05 4858.82
2.0813e+06 9.11e+10 2534.05 4859.86
2.08322e+06 91200000000 2534.05 4860.91
2.08514e+06 9.13e+10 2534.05 4861.95
2.08707e+06 91400000000 2534.05 4862.99
2.08899e+06 91500000000 2534.05 4864.03
2.09091e+06 9.16e+10 2534.05 4865.07
2.09284e+06 91700000000 2534.05 4866.11
2.09476e+06 9.18e+10 2534.05 4867.15
2.09668e+06 91900000000 2534.05 4868.19
2.09861e+06 92000000000 2534.05 4869.23
2.10053e+06 9.21e+10 2534.05 4870.27
2.10245e+06 92200000000 2534.05 4871.31
2.10438e+06 9.23e+10 2534.05 4872.35
2.1063e+06 92400000000 2534.05 4873.39
2.10822e+06 92500000000 2534.05 4874.42
2.11015e+06 9.26e+10 2534.05 4875.46
2.11207e+06 92700000000 2534.05 4876.5
2.11399e+06 9.28e+10 2534.05 4877.53
2.11592e+06 92900000000 2534.05 4878.57
2.11784e+06 93000000000 2534.05 4879.6
2.11976e+06 9.31e+10 2534.05 4880.63
2.12169e+06 93200000000 2534.05 4881.67
2.12361e+06 9.33e+10 2534.05 4882.7
2.12553e+06 93400000000 2534.05 4883.73
2.12746e+06 93500000000 2534.05 4884.77
2.12938e+06 9.36e+10 2534.05 4885.8
2.1313e+06 93700000000 2534.05 4886.83
2.13323e+06 9.38e+10 2534.05 4887.86
2.13515e+06 93900000000 2534.05 4888.89
2.13707e+06 94000000000 2534.05 4889.92
2.139e+06 9.41e+10 2534.05 4890.95
2.14092e+06 94200000000 2534.05 4891.98
2.14284e+06 9.43e+10 2534.05 4893.01
2.14476e+06 94400000000 2534.05 4894.03
2.14669e+06 94500000000 2534.05 4895.06
2.14861e+06 9.46e+10 2534.05 4896.09
2.15053e+06 94700000000 2534.05 4897.11
2.15246e+06 9.48e+10 2534.05 4898.14
2.15438e+06 94900000000 2534.05 4899.17
2.1563e+06 95000000000 2534.05 4900.19
2.15823e+06 9.51e+10 2534.05 4901.22
2.16015e+06 95200000000 2534.05 4902.24
2.16207e+06 9.53e+10 2534.05 4903.26
2.164e+06 95400000000 2534.05 4904.29
2.16592e+06 95500000000 2534.05 4905.31
2.16784e+06 9.56e+10 2534.05 4906.33
2.16977e+06 95700000000 2534.05 4907.35
2.17168e+06 9.58e+10 2534.05 4908.37
2.17358e+06 95900000000 2534.05 4909.4
2.17547e+06 96000000000 2534.05 4910.42
2.17737e+06 9.61e+10 2534.05 4911.44
2.17927e+06 96200000000 2534.05 4912.46
2.18116e+06 9.63e+10 2534.05 4913.47
2.18306e+06 96400000000 2534.05 4914.49
2.18496e+06 96500000000 2534.05 4915.51
2.18685e+06 9.66e+10 2534.05 4916.53
2.18875e+06 96700000000 2534.05 4917.55
2.19065e+06 9.68e+10 2534.05 4918.56
2.19255e+06 96900000000 2534.05 4919.58
2.19444e+06 97000000000 2534.05 4920.6
2.19634e+06 9.71e+10 2534.05 4921.61
2.19824e+06 97200000000 2534.05 4922.63
2.20013e+06 9.73e+10 2534.05 4923.64
2.20203e+06 97400000000 2534.05 4924.65
2.20393e+06 97500000000 2534.05 4925.67
2.20582e+06 9.76e+10 2534.05 4926.68
2.20772e+06 97700000000 2534.05 4927.69
2.20962e+06 9.78e+10 2534.05 4928.71
2.21151e+06 97900000000 2534.05 4929.72
2.21341e+06 98000000000 2534.05 4930.73
2.21531e+06 9.81e+10 2534.05 4931.74
2.2172e+06 98200000000 2534.05 4932.75
2.2191e+06 9.83e+10 2534.05 4933.76
2.221e+06 98400000000 2534.05 4934.77
2.22289e+06 98500000000 2534.05 4935.78
2.22479e+06 9.86e+10 2534.05 4936.79
2.22669e+06 98700000000 2534.05 4937.8
2.22858e+06 9.88e+10 2534.05 4938.81
2.23048e+06 98900000000 2534.05 4939.81
2.23238e+06 99000000000 2534.05 4940.82
2.23427e+06 9.91e+10 2534.05 4941.83
2.23617e+06 99200000000 2534.05 4942.83
2.23807e+06 9.93e+10 2534.05 4943.84
2.23996e+06 99400000000 2534.05 4944.84
2.24186e+06 99500000000 2534.05 4945.85
2.24376e+06 9.96e+10 2534.05 4946.85
2.24565e+06 99700000000 2534.05 4947.86
2.24755e+06 9.98e+10 2534.05 4948.86
2.24945e+06 99900000000 2534.05 4949.86
2.25134e+06 100000000000 2534.05 4950.86
2.25324e+06 1.001e+11 2534.05 4951.87
2.25514e+06 100200000000 2534.05 4952.87
2.25703e+06 1.003e+11 2534.05 4953.87
2.25893e+06 100400000000 2534.05 4954.87
2.26083e+06 100500000000 2534.05 4955.87
2.26272e+06 1.006e+11 2534.05 4956.87
2.26462e+06 100700000000 2534.05 4957.87
2.26652e+06 1.008e+11 2534.05 4958.87
2.26841e+06 100900000000 2534.05 4959.87
2.27031e+06 101000000000 2534.05 4960.87
2.27219e+06 1.011e+11 2534.05 4961.86
2.27406e+06 101200000000 2534.05 4962.86
2.27593e+06 1.013e+11 2534.05 4963.86
2.2778e+06 101400000000 2534.05 4964.86
2.27967e+06 101500000000 2534.05 4965.85
2.28154e+06 1.016e+11 2534.05 4966.85
2.28341e+06 101700000000 2534.05 4967.84
2.28527e+06 1.018e+11 2534.05 4968.84
2.28714e+06 101900000000 2534.05 4969.83
2.28901e+06 102000000000 2534.05 4970.83
2.29088e+06 1.021e+11 2534.05 4971.82
2.29275e+06 102200000000 2534.05 4972.81
2.29462e+06 1.023e+11 2534.05 4973.8
2.29649e+06 102400000000 2534.05 4974.8
2.29836e+06 102500000000 2534.05 4975.79
2.30023e+06 1.026e+11 2534.05 4976.78
2.3021e+06 102700000000 2534.05 4977.77
2.30397e+06 1.028e+11 2534.05 4978.76
2.30583e+06 102900000000 2534.05 4979.75
2.3077e+06 103000000000 2534.05 4980.74
2.30957e+06 1.031e+11 2534.05 4981.73
2.31144e+06 103200000000 2534.05 4982.72
2.31331e+06 1.033e+11 2534.05 4983.71
2.31518e+06 103400000000 2534.05 4984.7
2.31705e+06 103500000000 2534.05 4985.68
2.31892e+06 1.036e+11 2534.05 4986.67
2.32079e+06 103700000000 2534.05 4987.66
2.32266e+06 1.038e+11 2534.05 4988.64
2.32453e+06 103900000000 2534.05 4989.63
2.3264e+06 104000000000 2534.05 4990.62
2.32826e+06 1.041e+11 2534.05 4991.6
2.33013e+06 104200000000 2534.05 4992.59
2.332e+06 1.043e+11 2534.05 4993.57
2.33387e+06 104400000000 2534.05 4994.55
2.33574e+06 104500000000 2534.05 4995.54
2.33761e+06 1.046e+11 2534.05 4996.52
2.33948e+06 104700000000 2534.05 4997.5
2.34135e+06 1.048e+11 2534.05 4998.49
2.34322e+06 104900000000 2534.05 4999.47
2.34509e+06 105000000000 2534.05 5000.45
2.34696e+06 1.051e+11 2534.05 5001.43
2.34882e+06 105200000000 2534.05 5002.41
2.35069e+06 1.053e+11 2534.05 5003.39
2.35256e+06 105400000000 2534.05 5004.37
2.35443e+06 105500000000 2534.05 5005.35
2.3563e+06 1.056e+11 2534.05 5006.33
2.35817e+06 105700000000 2534.05 5007.31
2.36004e+06 1.058e+11 2534.05 5008.28
2.36191e+06 105900000000 2534.05 5009.26
2.36378e+06 106000000000 2534.05 5010.24
2.36565e+06 1.061e+11 2534.05 5011.22
2.36752e+06 106200000000 2534.05 5012.19
2.36939e+06 1.063e+11 2534.05 5013.17
2.37125e+06 106400000000 2534.05 5014.14
2.37309e+06 106500000000 2534.05 5015.12
2.37493e+06 1.066e+11 2534.05 5016.09
2.37677e+06 106700000000 2534.05 5017.07
2.37861e+06 1.068e+11 2534.05 5018.04
2.38045e+06 106900000000 2534.05 5019.02
2.38229e+06 107000000000 2534.05 5019.99
2.38413e+06 1.071e+11 2534.05 5020.96
2.38597e+06 107200000000 2534.05 5021.94
2.38781e+06 1.073e+11 2534.05 5022.91
2.38965e+06 107400000000 2534.05 5023.88
2.39149e+06 107500000000 2534.05 5024.85
2.39333e+06 1.076e+11 2534.05 5025.82
2.39517e+06 107700000000 2534.05 5026.79
2.39701e+06 1.078e+11 2534.05 5027.76
2.39885e+06 107900000000 2534.05 5028.73
2.40069e+06 108000000000 2534.05 5029.7
2.40253e+06 1.081e+11 2534.05 5030.67
2.40437e+06 108200000000 2534.05 5031.64
2.40621e+06 1.083e+11 2534.05 5032.61
2.40805e+06 108400000000 2534.05 5033.57
2.40989e+06 108500000000 2534.05 5034.54
2.41173e+06 1.086e+11 2534.05 5035.51
2.41357e+06 108700000000 2534.05 5036.47
2.41541e+06 1.088e+11 2534.05 5037.44
2.41725e+06 108900000000 2534.05 5038.41
2.41909e+06 109000000000 2534.05 5039.37
2.42093e+06 1.091e+11 2534.05 5040.34
2.42277e+06 109200000000 2534.05 5041.3
2.42461e+06 1.093e+11 2534.05 5042.27
2.42646e+06 109400000000 2534.05 5043.23
2.4283e+06 109500000000 2534.05 5044.19
2.43014e+06 1.096e+11 2534.05 5045.16
2.43198e+06 109700000000 2534.05 5046.12
2.43382e+06 1.098e+11 2534.05 5047.08
2.43566e+06 109900000000 2534.05 5048.04
2.4375e+06 110000000000 2534.05 5049
2.43934e+06 1.101e+11 2534.05 5049.96
2.44118e+06 110200000000 2534.05 5050.93
2.44302e+06 1.103e+11 2534.05 5051.89
2.44486e+06 110400000000 2534.05 5052.85
2.4467e+06 110500000000 2534.05 5053.81
2.44854e+06 1.106e+11 2534.05 5054.76
2.45038e+06 110700000000 2534.05 5055.72
2.45222e+06 1.108e+11 2534.05 5056.68
2.45406e+06 110900000000 2534.05 5057.64
2.4559e+06 111000000000 2534.05 5058.6
2.45774e+06 1.111e+11 2534.05 5059.55
2.45958e+06 111200000000 2534.05 5060.51
2.46142e+06 1.113e+11 2534.05 5061.47
2.46326e+06 111400000000 2534.05 5062.42
2.4651e+06 111500000000 2534.05 5063.38
2.46694e+06 1.116e+11 2534.05 5064.33
2.46878e+06 111700000000 2534.05 5065.29
2.47062e+06 1.118e+11 2534.05 5066.24
2.47244e+06 111900000000 2534.05 5067.2
2.47424e+06 112000000000 2534.05 5068.15
2.47605e+06 1.121e+11 2534.05 5069.1
2.47786e+06 112200000000 2534.05 5070.06
2.47967e+06 1.123e+11 2534.05 5071.01
2.48148e+06 112400000000 2534.05 5071.96
2.48329e+06 112500000000 2534.05 5072.91
2.4851e+06 1.126e+11 2534.05 5073.87
2.48691e+06 112700000000 2534.05 5074.82
2.48872e+06 1.128e+11 2534.05 5075.77
2.49053e+06 112900000000 2534.05 5076.72
2.49234e+06 113000000000 2534.05 5077.67
2.49415e+06 1.131e+11 2534.05 5078.62
2.49596e+06 113200000000 2534.05 5079.57
2.49777e+06 1.133e+11 2534.05 5080.52
2.49958e+06 113400000000 2534.05 5081.46
2.50139e+06 113500000000 2534.05 5082.41
2.5032e+06 1.136e+11 2534.05 5083.36
2.50501e+06 113700000000 2534.05 5084.31
2.50682e+06 1.138e+11 2534.05 5085.25
2.50863e+06 113900000000 2534.05 5086.2
2.51044e+06 114000000000 2534.05 5087.15
2.51225e+06 1.141e+11 2534.05 5088.09
2.51406e+06 114200000000 2534.05 5089.04
2.51587e+06 1.143e+11 2534.05 5089.98
2.51768e+06 114400000000 2534.05 5090.93
2.51949e+06 114500000000 2534.05 5091.87
2.5213e+06 1.146e+11 2534.05 5092.82
2.52311e+06 114700000000 2534.05 5093.76
2.52492e+06 1.148e+11 2534.05 5094.7
2.52673e+06 114900000000 2534.05 5095.65
2.52854e+06 115000000000 2534.05 5096.59
2.53035e+06 1.151e+11 2534.05 5097.53
2.53215e+06 115200000000 2534.05 5098.47
2.53396e+06 1.153e+11 2534.05 5099.41
2.53577e+06 115400000000 2534.05 5100.36
2.53758e+06 115500000000 2534.05 5101.3
2.53939e+06 1.156e+11 2534.05 5102.24
2.5412e+06 115700000000 2534.05 5103.18
2.54301e+06 1.158e+11 2534.05 5104.12
2.54482e+06 115900000000 2534.05 5105.06
2.54663e+06 116000000000 2534.05 5105.99
2.54844e+06 1.161e+11 2534.05 5106.93
2.55025e+06 116200000000 2534.05 5107.87
2.55206e+06 1.163e+11 2534.05 5108.81
2.55387e+06 116400000000 2534.05 5109.75
2.55568e+06 116500000000 2534.05 5110.68
2.55749e+06 1.166e+11 2534.05 5111.62
2.5593e+06 116700000000 2534.05 5112.56
2.56111e+06 1.168e+11 2534.05 5113.49
2.56292e+06 116900000000 2534.05 5114.43
2.56473e+06 117000000000 2534.05 5115.36
2.56654e+06 1.171e+11 2534.05 5116.3
2.56835e+06 117200000000 2534.05 5117.23
2.57016e+06 1.173e+11 2534.05 5118.17
2.57195e+06 117400000000 2534.05 5119.1
2.57373e+06 117500000000 2534.05 5120.03
2.57551e+06 1.176e+11 2534.05 5120.97
2.57728e+06 117700000000 2534.05 5121.9
2.57906e+06 1.178e+11 2534.05 5122.83
2.58084e+06 117900000000 2534.05 5123.77
2.58262e+06 118000000000 2534.05 5124.7
2.58439e+06 1.181e+11 2534.05 5125.63
2.58617e+06 118200000000 2534.05 5126.56
2.58795e+06 1.183e+11 2534.05 5127.49
2.58973e+06 118400000000 2534.05 5128.42
2.59151e+06 118500000000 2534.05 5129.35
2.59328e+06 1.186e+11 2534.05 5130.28
2.59506e+06 118700000000 2534.05 5131.21
2.59684e+06 1.188e+11 2534.05 5132.14
2.59862e+06 118900000000 2534.05 5133.07
2.60039e+06 119000000000 2534.05 5133.99
2.60217e+06 1.191e+11 2534.05 5134.92
2.60395e+06 119200000000 2534.05 5135.85
2.60573e+06 1.193e+11 2534.05 5136.78
2.6075e+06 119400000000 2534.05 5137.7
2.60928e+06 119500000000 2534.05 5138.63
2.61106e+06 1.196e+11 2534.05 5139.56
2.61284e+06 119700000000 2534.05 5140.48
2.61461e+06 1.198e+11 2534.05 5141.41
2.61639e+06 119900000000 2534.05 5142.33
2.61817e+06 120000000000 2534.05 5143.26
2.61995e+06 1.201e+11 2534.05 5144.18
2.62173e+06 120200000000 2534.05 5145.11
2.6235e+06 1.203e+11 2534.05 5146.03
2.62528e+06 120400000000 2534.05 5146.95
2.62706e+06 120500000000 2534.05 5147.87
2.62884e+06 1.206e+11 2534.05 5148.8
2.63061e+06 120700000000 2534.05 5149.72
2.63239e+06 1.208e+11 2534.05 5150.64
2.63417e+06 120900000000 2534.05 5151.56
2.63595e+06 121000000000 2534.05 5152.48
2.63772e+06 1.211e+11 2534.05 5153.41
2.6395e+06 121200000000 2534.05 5154.33
2.64128e+06 1.213e+11 2534.05 5155.25
2.64306e+06 121400000000 2534.05 5156.17
2.64483e+06 121500000000 2534.05 5157.09
2.64661e+06 1.216e+11 2534.05 5158
2.64839e+06 121700000000 2534.05 5158.92
2.65017e+06 1.218e+11 2534.05 5159.84
2.65195e+06 121900000000 2534.05 5160.76
2.65372e+06 122000000000 2534.05 5161.68
2.6555e+06 1.221e+11 2534.05 5162.6
2.65728e+06 122200000000 2534.05 5163.51
2.65906e+06 1.223e+11 2534.05 5164.43
2.66083e+06 122400000000 2534.05 5165.35
2.66261e+06 122500000000 2534.05 5166.26
